null,88,0.0,0
null,851,0.0,0
null,284,0.0,0
null,91,0.0,0
null,84,0.0,0
null,88,0.25,0
null,851,0.25,0
null,284,0.25,0
null,91,0.25,0
null,84,0.25,0
null,88,0.5,0
null,851,0.5,0
null,284,0.5,0
null,91,0.5,0
null,84,0.5,0
null,88,1.0,0
null,851,1.0,0
null,284,1.0,0
null,91,1.0,0
null,84,1.0,0
null,88,2.0,0
null,851,2.0,0
null,284,2.0,0
null,91,2.0,0
null,84,2.0,0
null,88,0.0,1
null,851,0.0,1
null,284,0.0,1
null,91,0.0,1
null,84,0.0,1
null,88,0.25,1
null,851,0.25,1
null,284,0.25,1
null,91,0.25,1
null,84,0.25,1
null,88,0.5,1
null,851,0.5,1
null,284,0.5,1
null,91,0.5,1
null,84,0.5,1
null,88,1.0,1
null,851,1.0,1
null,284,1.0,1
null,91,1.0,1
null,84,1.0,1
null,88,2.0,1
null,851,2.0,1
null,284,2.0,1
null,91,2.0,1
null,84,2.0,1
null,88,0.0,2
null,851,0.0,2
null,284,0.0,2
null,91,0.0,2
null,84,0.0,2
null,88,0.25,2
null,851,0.25,2
null,284,0.25,2
null,91,0.25,2
null,84,0.25,2
null,88,0.5,2
null,851,0.5,2
null,284,0.5,2
null,91,0.5,2
null,84,0.5,2
null,88,1.0,2
null,851,1.0,2
null,284,1.0,2
null,91,1.0,2
null,84,1.0,2
null,88,2.0,2
null,851,2.0,2
null,284,2.0,2
null,91,2.0,2
null,84,2.0,2
8930,88,0.0,3
8930,851,0.0,3
8930,284,0.0,3
